,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,seats,max_power (in bph),Mileage Unit,Mileage,Engine (CC)
821,Hyundai,2015,650000,80000,Diesel,Individual,Manual,First Owner,5,88.73,kmpl,22.54,1396
822,Volkswagen,2013,350000,80000,Diesel,Individual,Manual,Third Owner,5,73.9,kmpl,22.07,1199
825,Maruti,2013,240000,60000,Petrol,Individual,Manual,First Owner,5,67.1,kmpl,20.92,998
833,Maruti,2014,550000,50000,Diesel,Individual,Manual,Second Owner,7,88.76,kmpl,20.77,1248
837,Maruti,2013,350000,40000,Petrol,Individual,Manual,First Owner,5,67.04,kmpl,20.51,998
851,Ford,2012,425000,81632,Diesel,Dealer,Manual,First Owner,5,68.0,kmpl,20.0,1399
853,Ford,2014,750000,101504,Diesel,Dealer,Manual,First Owner,5,89.84,kmpl,22.7,1498
857,Ford,2013,600000,125531,Diesel,Dealer,Manual,Second Owner,5,98.59,kmpl,22.77,1498
861,Tata,2018,950000,40000,Diesel,Individual,Automatic,First Owner,5,108.5,kmpl,21.5,1497
863,Maruti,2013,409999,100000,Diesel,Individual,Manual,Third Owner,5,73.94,kmpl,23.2,1248
866,Maruti,2000,108000,206000,Petrol,Individual,Manual,Fourth & Above Owner,5,46.3,kmpl,19.7,796
867,Maruti,2017,425000,40000,Petrol,Individual,Manual,Second Owner,5,67.04,kmpl,23.1,998
869,Hyundai,2013,310000,70000,Petrol,Individual,Manual,First Owner,5,68.05,kmpl,19.81,1086
870,Hyundai,2017,1125000,105000,Diesel,Individual,Manual,First Owner,5,88.7,kmpl,21.38,1396
872,Volkswagen,2011,388000,80000,Diesel,Individual,Manual,Second Owner,5,73.9,kmpl,22.07,1199
875,Maruti,2009,120000,90000,Petrol,Individual,Manual,First Owner,5,46.3,kmpl,19.7,796
877,Maruti,2015,270000,53000,Petrol,Individual,Manual,Second Owner,5,47.3,kmpl,22.74,796
886,Maruti,2019,600000,10000,Petrol,Individual,Automatic,First Owner,5,81.8,kmpl,21.21,1197
888,Maruti,2013,215000,25000,Petrol,Individual,Manual,First Owner,5,67.1,kmpl,20.92,998
894,Hyundai,2015,750000,74000,Diesel,Individual,Manual,First Owner,5,126.2,kmpl,19.67,1582
897,Maruti,2018,795000,41779,Petrol,Dealer,Manual,First Owner,5,81.8,kmpl,21.21,1197
905,Maruti,2018,750000,15000,Petrol,Dealer,Manual,First Owner,5,81.8,kmpl,22.0,1197
908,Hyundai,2017,1150000,63309,Diesel,Dealer,Manual,First Owner,5,126.2,kmpl,19.67,1582
912,Maruti,2016,400000,35000,Petrol,Individual,Automatic,First Owner,5,67.04,kmpl,23.1,998
918,Chevrolet,2015,480000,80000,Diesel,Individual,Manual,Second Owner,5,74.0,kmpl,22.1,1248
919,Maruti,2005,90000,40000,Petrol,Individual,Manual,Second Owner,5,46.3,kmpl,19.7,796
920,Maruti,2005,80000,40000,Petrol,Individual,Manual,Second Owner,5,46.3,kmpl,19.7,796
921,Maruti,2015,350000,90000,Diesel,Individual,Manual,First Owner,5,73.94,kmpl,23.2,1248
925,Mahindra,2012,350000,25000,Diesel,Individual,Manual,First Owner,5,65.0,kmpl,21.03,1461
928,Maruti,2016,340000,40000,Petrol,Individual,Manual,First Owner,5,67.04,kmpl,20.51,998
930,Hyundai,2014,300000,65000,Petrol,Individual,Manual,First Owner,5,78.9,kmpl,20.36,1197
931,Maruti,2014,204999,15000,Petrol,Individual,Manual,Second Owner,5,47.3,kmpl,22.74,796
932,Mahindra,2012,254999,70000,Diesel,Individual,Manual,Second Owner,5,65.0,kmpl,20.8,1461
934,Hyundai,2017,280000,50000,Petrol,Individual,Manual,Second Owner,5,55.2,kmpl,21.1,814
940,Hyundai,2011,225000,80000,Petrol,Individual,Manual,Second Owner,5,68.05,kmpl,19.81,1086
941,Mahindra,2012,260000,70000,Diesel,Individual,Manual,Second Owner,5,65.0,kmpl,21.03,1461
943,Ford,2012,280000,60000,Diesel,Individual,Manual,First Owner,5,68.0,kmpl,20.0,1399
944,Mahindra,2014,350000,106000,Diesel,Individual,Manual,Second Owner,5,65.0,kmpl,20.8,1461
949,Maruti,2013,250000,27000,Petrol,Individual,Manual,First Owner,5,67.1,kmpl,20.92,998
950,Maruti,2007,95000,70000,Petrol,Individual,Manual,Second Owner,5,46.3,kmpl,19.7,796
954,Maruti,2017,610000,15000,Petrol,Individual,Manual,First Owner,5,81.8,kmpl,22.0,1197
959,Maruti,2015,511000,30000,Petrol,Individual,Manual,First Owner,5,83.14,kmpl,20.85,1197
962,Renault,2013,434999,120000,Diesel,Individual,Manual,First Owner,5,84.8,kmpl,21.64,1461
963,Ford,2010,210000,100000,Diesel,Individual,Manual,Second Owner,5,68.0,kmpl,20.0,1399
967,Renault,2017,290000,50000,Petrol,Individual,Manual,First Owner,5,67.0,kmpl,23.01,999
973,Maruti,2006,100000,40000,Petrol,Individual,Manual,First Owner,5,46.3,kmpl,19.7,796
976,Maruti,2019,450000,10000,CNG,Individual,Manual,First Owner,5,61.7,km/kg,21.94,1196
980,Maruti,2014,351000,89100,Diesel,Individual,Manual,Second Owner,5,73.94,kmpl,23.2,1248
982,Hyundai,2015,225000,120000,Petrol,Individual,Manual,Second Owner,5,55.2,kmpl,21.1,814
989,Maruti,2011,140000,50000,Petrol,Individual,Manual,Third Owner,5,67.1,kmpl,20.92,998
990,Maruti,2017,370000,140000,CNG,Individual,Manual,First Owner,5,61.7,km/kg,21.94,1196
992,Hyundai,2015,500000,126000,Diesel,Individual,Manual,First Owner,5,88.73,kmpl,21.19,1396
993,Hyundai,2019,570000,15000,Petrol,Individual,Manual,First Owner,5,81.86,kmpl,20.14,1197
995,Maruti,2009,120000,120000,Petrol,Individual,Manual,First Owner,5,46.3,kmpl,19.7,796
1002,Maruti,2011,280000,210000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,22.9,1248
1004,Maruti,2009,180000,85000,Diesel,Individual,Manual,Third Owner,5,73.9,kmpl,21.1,1248
1006,Hyundai,2009,340000,40000,Diesel,Individual,Manual,First Owner,5,90.0,kmpl,23.0,1396
1008,Maruti,2017,400000,65000,Petrol,Individual,Manual,Second Owner,5,67.04,kmpl,20.51,998
1016,Maruti,2005,95000,70000,Petrol,Individual,Manual,Third Owner,5,46.3,kmpl,19.7,796
1018,Renault,2017,880000,65000,Diesel,Individual,Manual,First Owner,8,108.5,kmpl,19.98,1461
1020,Maruti,2019,480000,25000,Petrol,Individual,Manual,First Owner,5,81.8,kmpl,20.52,1197
1023,Honda,2016,850000,72113,Diesel,Individual,Manual,First Owner,7,98.6,kmpl,21.9,1498
1024,Tata,2012,300000,40000,Diesel,Individual,Manual,First Owner,5,70.0,kmpl,23.57,1396
1026,Maruti,2010,220000,20000,Petrol,Individual,Manual,First Owner,5,85.8,kmpl,21.1,1197
1028,Maruti,2014,450000,80000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,23.4,1248
1033,Hyundai,2018,800000,30000,Diesel,Individual,Manual,First Owner,5,88.76,kmpl,21.19,1396
1036,Volkswagen,2011,375000,69000,Diesel,Individual,Manual,Second Owner,5,103.6,kmpl,20.54,1598
1038,Maruti,2004,60000,113000,Petrol,Individual,Manual,Second Owner,5,46.3,kmpl,19.7,796
1040,Renault,2012,300000,100000,Diesel,Individual,Manual,Third Owner,5,63.12,kmpl,23.08,1461
1041,Tata,2012,150000,110000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,22.3,1248
1042,Ford,2015,600000,90000,Diesel,Individual,Manual,First Owner,5,98.59,kmpl,22.77,1498
1043,Ford,2011,204999,100000,Diesel,Individual,Manual,Second Owner,5,68.0,kmpl,20.0,1399
1049,Maruti,2019,610000,10000,Petrol,Individual,Automatic,First Owner,5,81.8,kmpl,21.21,1197
1050,Maruti,2014,509999,110000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,23.4,1248
1052,Maruti,2014,511000,100000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,23.4,1248
1053,Hyundai,2014,451000,91000,Diesel,Individual,Manual,First Owner,5,88.73,kmpl,22.54,1396
1054,Hyundai,2009,170000,100000,Petrol,Individual,Manual,First Owner,5,78.9,kmpl,20.36,1197
1055,Maruti,2013,450000,120000,Diesel,Individual,Manual,Second Owner,5,74.0,kmpl,23.4,1248
1057,Maruti,2016,305000,60000,Petrol,Individual,Manual,Second Owner,5,47.3,kmpl,22.74,796
1059,Chevrolet,2016,250000,60000,Diesel,Individual,Manual,Second Owner,5,74.0,kmpl,22.1,1248
1060,Ford,2012,200000,104500,Diesel,Individual,Manual,Second Owner,5,68.0,kmpl,20.0,1399
1062,Maruti,2014,509999,100000,Diesel,Individual,Manual,Second Owner,5,74.0,kmpl,22.9,1248
1070,Maruti,2014,235000,50000,Petrol,Individual,Manual,First Owner,5,47.3,kmpl,22.74,796
1072,Maruti,2019,585000,10000,Petrol,Individual,Manual,First Owner,5,81.8,kmpl,21.21,1197
1073,Mahindra,2018,500000,10000,Diesel,Individual,Manual,First Owner,8,45.0,kmpl,23.5,909
1091,Maruti,2019,450000,60000,CNG,Individual,Manual,First Owner,5,61.7,km/kg,21.94,1196
1092,Hyundai,2013,325000,70000,Diesel,Individual,Manual,Third Owner,5,88.76,kmpl,21.9,1396
1093,Volkswagen,2011,260000,120000,Diesel,Individual,Manual,Third Owner,5,103.6,kmpl,20.54,1598
1094,Maruti,2009,130000,80000,Petrol,Individual,Manual,Third Owner,5,46.3,kmpl,19.7,796
1097,Hyundai,2014,275000,53000,Petrol,Individual,Manual,First Owner,5,78.9,kmpl,20.36,1197
1100,Volkswagen,2013,330000,100000,Diesel,Individual,Manual,Third Owner,5,103.6,kmpl,20.54,1598
1102,Maruti,2012,450000,98000,Diesel,Individual,Manual,Fourth & Above Owner,7,88.8,kmpl,20.77,1248
1103,Hyundai,2014,250000,60000,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814
1104,Hyundai,2010,165000,80000,Petrol,Individual,Manual,Third Owner,5,78.9,kmpl,20.36,1197
1107,Tata,2017,525000,19723,Petrol,Dealer,Automatic,First Owner,5,84.0,kmpl,20.3,1199
1112,Hyundai,2017,675000,25471,Diesel,Dealer,Manual,First Owner,5,90.0,kmpl,21.9,1396
1119,Maruti,2016,400000,74381,Petrol,Dealer,Manual,First Owner,5,67.05,kmpl,21.79,998
1121,Ford,2017,850000,63982,Diesel,Dealer,Manual,First Owner,5,89.84,kmpl,22.7,1498
1125,Hyundai,2012,270000,56000,Petrol,Individual,Manual,First Owner,5,78.9,kmpl,20.36,1197
1126,Hyundai,2019,434999,19500,Petrol,Dealer,Manual,First Owner,5,68.07,kmpl,20.3,1086
1128,Hyundai,2016,575000,53000,Diesel,Dealer,Manual,First Owner,5,88.73,kmpl,22.54,1396
1129,Hyundai,2017,600000,5000,Petrol,Individual,Manual,First Owner,5,81.86,kmpl,20.14,1197
1137,Toyota,2013,270000,52380,Diesel,Dealer,Manual,First Owner,5,67.04,kmpl,23.59,1364
1138,Mahindra,2018,660000,74250,Diesel,Dealer,Manual,First Owner,7,74.96,kmpl,21.0,1498
1139,Maruti,2017,490000,57247,Petrol,Dealer,Automatic,First Owner,5,81.8,kmpl,20.89,1197
1144,Maruti,2010,125000,120000,Petrol,Individual,Manual,Third Owner,5,46.3,kmpl,19.7,796
1146,Maruti,2015,335000,30000,Petrol,Individual,Manual,First Owner,5,67.04,kmpl,20.51,998
1148,Volkswagen,2012,229999,70000,Diesel,Individual,Manual,Fourth & Above Owner,5,73.9,kmpl,22.07,1199
1149,Hyundai,2017,731000,40000,Diesel,Individual,Manual,First Owner,5,88.73,kmpl,22.54,1396
1150,Hyundai,2012,395000,120000,Diesel,Individual,Manual,First Owner,5,126.32,kmpl,22.32,1582
1152,Hyundai,2014,220000,50000,Petrol,Individual,Manual,Third Owner,5,55.2,kmpl,21.1,814
1153,Ford,2013,240000,100000,Diesel,Individual,Manual,First Owner,5,68.1,kmpl,20.0,1399
1154,Hyundai,2010,215000,120000,Diesel,Individual,Manual,Third Owner,5,90.0,kmpl,23.0,1396
1155,Maruti,2012,400000,90000,Diesel,Individual,Manual,Second Owner,5,74.0,kmpl,22.9,1248
1158,Tata,2015,250000,20000,Petrol,Individual,Automatic,First Owner,4,37.48,kmpl,21.9,624
1164,Hyundai,2019,850000,10000,Diesel,Individual,Manual,First Owner,5,88.76,kmpl,22.54,1396
1167,Maruti,2012,250000,90000,Petrol,Individual,Manual,First Owner,5,67.1,kmpl,20.92,998
1168,Hyundai,2016,651000,42323,Diesel,Dealer,Manual,First Owner,5,88.76,kmpl,21.19,1396
1173,Maruti,2018,480000,20375,Petrol,Dealer,Manual,First Owner,5,81.8,kmpl,20.89,1197
1175,Mahindra,2015,445000,40200,Diesel,Dealer,Manual,First Owner,7,74.96,kmpl,21.0,1498
1177,Maruti,2014,560000,90000,Diesel,Individual,Manual,First Owner,7,88.8,kmpl,20.77,1248
1178,Ford,2013,475000,48000,Diesel,Dealer,Manual,Second Owner,5,98.96,kmpl,21.7,1498
1180,Maruti,2017,520000,28832,Diesel,Dealer,Manual,First Owner,5,74.0,kmpl,23.4,1248
1185,Hyundai,2009,229999,50000,Petrol,Individual,Manual,Second Owner,5,68.05,kmpl,19.81,1086
1189,Maruti,2011,250000,60000,Diesel,Individual,Manual,Second Owner,5,73.9,kmpl,21.1,1248
1192,Ford,2010,144000,50000,Diesel,Individual,Manual,Second Owner,5,68.0,kmpl,20.0,1399
1198,Chevrolet,2014,260000,38000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,22.1,1248
1199,Toyota,2015,475000,120000,Diesel,Individual,Manual,First Owner,5,67.05,kmpl,23.59,1364
1200,Ford,2011,302000,103000,Diesel,Individual,Manual,Third Owner,5,68.0,kmpl,20.0,1399
1203,Maruti,2015,700000,50000,Diesel,Individual,Manual,First Owner,7,88.76,kmpl,20.77,1248
1205,Tata,2017,869999,70000,Diesel,Individual,Manual,First Owner,5,108.5,kmpl,21.5,1497
1213,Hyundai,2018,850000,60000,Diesel,Individual,Manual,First Owner,5,88.76,kmpl,22.54,1396
1214,Maruti,2006,160000,90000,Petrol,Individual,Manual,First Owner,5,46.3,kmpl,19.7,796
1216,Hyundai,2015,310000,50000,Petrol,Individual,Manual,First Owner,5,68.05,kmpl,19.81,1086
1220,Maruti,2015,405000,68000,Petrol,Individual,Manual,Second Owner,5,81.8,kmpl,20.4,1197
1225,Hyundai,2007,135000,100000,Petrol,Individual,Manual,Second Owner,5,68.05,kmpl,19.81,1086
1229,Maruti,2018,400000,17500,Petrol,Individual,Manual,First Owner,5,67.04,kmpl,20.51,998
1232,Maruti,2016,350000,25000,Petrol,Individual,Manual,First Owner,5,67.04,kmpl,20.51,998
1234,Maruti,2012,185000,60000,Petrol,Individual,Manual,Second Owner,5,46.3,kmpl,19.7,796
1235,Volkswagen,2013,550000,38000,Diesel,Individual,Manual,First Owner,5,73.9,kmpl,22.07,1199
1238,Honda,2016,900000,92000,Diesel,Individual,Manual,First Owner,7,98.6,kmpl,21.9,1498
1240,Maruti,2018,625000,10000,Petrol,Individual,Manual,First Owner,5,83.1,kmpl,21.4,1197
1247,Hyundai,2012,290000,100000,Diesel,Individual,Manual,Second Owner,5,90.0,kmpl,21.9,1396
1251,Maruti,2015,280000,28000,Petrol,Individual,Manual,Second Owner,5,47.3,kmpl,22.74,796
1257,Renault,2017,650000,120000,Diesel,Individual,Manual,First Owner,5,83.8,kmpl,19.87,1461
1261,Maruti,2014,650000,50000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,23.4,1248
1266,Maruti,2015,650000,26000,Petrol,Individual,Manual,First Owner,5,91.1,kmpl,20.73,1373
1269,Maruti,2019,700000,20000,Petrol,Individual,Automatic,First Owner,5,81.8,kmpl,22.0,1197
1274,Renault,2016,515000,40000,Diesel,Individual,Manual,First Owner,5,83.8,kmpl,19.87,1461
1275,Maruti,2020,630000,5000,Petrol,Individual,Manual,First Owner,5,81.8,kmpl,21.01,1197
1276,Maruti,2016,300000,40000,Petrol,Individual,Manual,First Owner,5,47.3,kmpl,22.74,796
1278,Maruti,2005,90000,100000,Petrol,Individual,Manual,Fourth & Above Owner,5,46.3,kmpl,19.7,796
1285,Hyundai,2019,550000,4701,Petrol,Trustmark Dealer,Manual,First Owner,5,81.86,kmpl,20.7,1197
1286,Maruti,2016,600000,6757,Petrol,Trustmark Dealer,Manual,First Owner,5,81.8,kmpl,21.01,1197
1291,Maruti,2014,200000,43381,Petrol,Dealer,Manual,Second Owner,5,47.3,kmpl,22.74,796
1293,Maruti,2014,425000,50000,Diesel,Individual,Manual,Second Owner,5,88.73,kmpl,21.79,1248
1298,Maruti,2018,575000,20000,Petrol,Individual,Manual,First Owner,5,83.1,kmpl,21.4,1197
1300,Ford,2015,600000,63000,Diesel,Individual,Manual,First Owner,5,98.59,kmpl,22.77,1498
1307,Renault,2018,350000,30000,Petrol,Individual,Manual,First Owner,5,67.0,kmpl,23.01,999
1309,Maruti,2017,400000,12700,Petrol,Individual,Manual,First Owner,5,67.04,kmpl,20.51,998
1310,Tata,2018,700000,35000,Diesel,Individual,Manual,First Owner,5,108.5,kmpl,21.5,1497
1316,Hyundai,2008,165000,90000,Petrol,Individual,Manual,First Owner,5,68.05,kmpl,19.81,1086
1322,Maruti,2005,180000,49455,Petrol,Individual,Manual,First Owner,5,46.3,kmpl,19.7,796
1323,Hyundai,2016,220000,100000,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814
1324,Tata,2013,120000,120000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,22.3,1248
1326,Chevrolet,2013,420000,46815,Diesel,Individual,Manual,Second Owner,5,76.9,kmpl,22.1,1248
1328,Hyundai,2015,250000,80000,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814
1329,Maruti,2013,385000,100000,Diesel,Individual,Manual,Third Owner,7,88.8,kmpl,20.77,1248
1330,Maruti,2014,318000,80000,Petrol,Individual,Manual,First Owner,5,67.06,kmpl,20.51,998
1331,Hyundai,2018,480000,40000,Petrol,Individual,Manual,First Owner,5,81.86,kmpl,20.14,1197
1332,Maruti,2015,330000,70000,Petrol,Individual,Manual,Third Owner,5,67.04,kmpl,23.1,998
1334,Maruti,2014,250000,40000,Petrol,Individual,Manual,First Owner,5,47.3,kmpl,22.74,796
1337,Hyundai,2016,650000,30000,Diesel,Individual,Manual,First Owner,5,88.73,kmpl,22.54,1396
1345,Ford,2011,200000,80000,Diesel,Individual,Manual,Second Owner,5,68.0,kmpl,20.0,1399
1347,Honda,2008,250000,60000,Petrol,Individual,Automatic,Third Owner,5,108.5,kmpl,20.0,1339
1350,Maruti,2018,560000,20000,Petrol,Individual,Manual,First Owner,5,83.1,kmpl,21.4,1197
1351,Maruti,2016,500000,30000,Petrol,Individual,Manual,First Owner,5,83.14,kmpl,20.85,1197
1353,Hyundai,2013,420000,69000,Diesel,Individual,Manual,Third Owner,5,126.32,kmpl,22.32,1582
1354,Maruti,2015,434999,25000,Petrol,Individual,Manual,Second Owner,5,83.14,kmpl,20.85,1197
1359,Hyundai,2020,675000,5000,Petrol,Individual,Automatic,First Owner,5,81.86,kmpl,20.7,1197
1360,Hyundai,2009,170000,90000,Petrol,Individual,Manual,Second Owner,5,78.9,kmpl,20.36,1197
1361,Hyundai,2017,1250000,90000,Diesel,Individual,Manual,First Owner,5,126.2,kmpl,19.67,1582
1373,Maruti,2011,270000,89000,Diesel,Individual,Manual,Second Owner,5,73.9,kmpl,21.1,1248
1377,Maruti,2013,480000,80000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,23.4,1248
1378,Hyundai,2016,700000,40000,Diesel,Individual,Manual,First Owner,5,88.73,kmpl,22.54,1396
1379,Maruti,2015,650000,110000,Diesel,Individual,Manual,Third Owner,7,88.76,kmpl,20.77,1248
1380,Hyundai,2015,1300000,48000,Diesel,Individual,Manual,Second Owner,5,126.2,kmpl,19.67,1582
1382,Volkswagen,2016,1000000,60000,Diesel,Individual,Automatic,First Owner,5,108.6,kmpl,22.15,1498
1384,Hyundai,2012,170000,40000,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814
1387,Maruti,2016,260000,65000,Petrol,Individual,Manual,Second Owner,5,47.3,kmpl,22.74,796
1390,Toyota,2014,400000,120000,Diesel,Individual,Manual,Second Owner,5,67.04,kmpl,23.59,1364
1394,Tata,2017,830000,35000,Diesel,Individual,Manual,First Owner,5,108.5,kmpl,21.5,1497
1395,Ford,2017,850000,60000,Diesel,Individual,Manual,First Owner,5,98.59,kmpl,22.77,1498
1396,Maruti,2017,650000,70000,Petrol,Individual,Manual,First Owner,5,83.14,kmpl,20.85,1197
1399,Maruti,2019,525000,20000,Petrol,Individual,Automatic,First Owner,5,81.8,kmpl,20.89,1197
1400,Hyundai,2015,600000,108000,Diesel,Individual,Manual,First Owner,5,88.73,kmpl,21.19,1396
1401,Maruti,2019,500000,15000,Petrol,Individual,Manual,First Owner,5,81.8,kmpl,21.21,1197
1403,Maruti,2015,409999,18500,Petrol,Individual,Manual,First Owner,5,67.04,kmpl,20.51,998
1407,Hyundai,2011,475000,80000,Diesel,Individual,Manual,First Owner,5,126.32,kmpl,22.32,1582
1408,Hyundai,2013,190000,70000,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814
1413,Ford,2011,225000,70000,Diesel,Individual,Manual,First Owner,5,68.0,kmpl,20.0,1399
1415,Hyundai,2011,350000,90000,Diesel,Individual,Manual,Third Owner,5,90.0,kmpl,23.0,1396
1417,Maruti,2014,240000,50000,Petrol,Individual,Manual,First Owner,5,47.3,kmpl,22.74,796
1418,Maruti,2012,80000,120000,Petrol,Individual,Manual,Second Owner,8,35.0,kmpl,19.7,796
1423,Tata,2019,650000,15000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,22.95,1248
1424,Maruti,2011,210000,35000,Petrol,Individual,Manual,Second Owner,5,67.1,kmpl,20.92,998
1425,Maruti,2008,110000,80000,Petrol,Individual,Manual,Second Owner,5,46.3,kmpl,19.7,796
1426,Tata,2017,665000,25000,Diesel,Individual,Manual,First Owner,5,108.5,kmpl,21.5,1497
1427,Volkswagen,2017,555000,52000,Diesel,Individual,Manual,First Owner,5,108.62,kmpl,21.66,1498
1428,Volkswagen,2017,560000,52000,Diesel,Individual,Manual,First Owner,5,108.62,kmpl,21.66,1498
1435,Hyundai,2011,350000,116500,Diesel,Individual,Manual,First Owner,5,90.0,kmpl,23.0,1396
1442,Hyundai,2019,525000,100000,Petrol,Individual,Manual,First Owner,5,81.86,kmpl,20.14,1197
1445,Toyota,2016,570000,145000,Diesel,Individual,Manual,Second Owner,5,67.05,kmpl,23.59,1364
1446,Ford,2011,225000,90000,Diesel,Individual,Manual,Second Owner,5,68.0,kmpl,20.0,1399
1447,Hyundai,2019,590000,90000,Petrol,Individual,Manual,First Owner,5,81.86,kmpl,20.14,1197
1452,Maruti,2013,520000,58000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,23.4,1248
1453,Hyundai,2013,200000,40000,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814
1457,Maruti,2014,325000,90000,Diesel,Individual,Manual,Second Owner,5,73.94,kmpl,23.2,1248
1458,Maruti,2015,350000,50000,Petrol,Individual,Manual,Second Owner,5,67.04,kmpl,20.51,998
1459,Hyundai,2011,440000,80000,Diesel,Individual,Manual,Third Owner,5,126.3,kmpl,22.32,1582
1460,Hyundai,2011,320000,70000,Diesel,Individual,Manual,Second Owner,5,90.0,kmpl,21.9,1396
1463,Ford,2014,350000,113226,Diesel,Dealer,Manual,First Owner,5,67.0,kmpl,19.68,1399
1464,Ford,2013,310000,90000,Diesel,Individual,Manual,Second Owner,5,68.1,kmpl,20.0,1399
1467,Renault,2014,560000,132000,Diesel,Individual,Manual,Second Owner,5,108.45,kmpl,19.72,1461
1468,Maruti,2013,470000,120000,Diesel,Individual,Manual,Third Owner,5,74.0,kmpl,22.9,1248
1471,Maruti,2018,550000,5000,Petrol,Individual,Manual,First Owner,5,81.8,kmpl,22.0,1197
1473,Hyundai,2015,899000,80000,Diesel,Individual,Manual,Second Owner,5,126.2,kmpl,19.67,1582
1476,Maruti,2017,500000,43000,Petrol,Individual,Manual,First Owner,5,83.14,kmpl,20.85,1197
1478,Maruti,2015,220000,40000,Petrol,Individual,Manual,Second Owner,5,47.3,kmpl,22.74,796
1487,Maruti,2011,170000,70000,Petrol,Individual,Manual,Third Owner,5,46.3,kmpl,19.7,796
1490,Maruti,2016,465000,20000,Petrol,Individual,Manual,First Owner,5,67.04,kmpl,20.51,998
1491,Maruti,2012,260000,16830,Petrol,Individual,Manual,First Owner,5,67.1,kmpl,20.2,998
1493,Renault,2017,325000,38000,Petrol,Individual,Manual,First Owner,5,67.0,kmpl,23.01,999
1499,Hyundai,2016,340000,30000,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814
1504,Tata,2012,259000,35000,Diesel,Individual,Manual,First Owner,5,69.0,kmpl,23.03,1396
1509,Tata,2010,210000,120000,Diesel,Individual,Manual,First Owner,5,88.8,kmpl,21.12,1248
1511,Tata,2012,220000,90000,Diesel,Individual,Manual,First Owner,5,69.0,kmpl,23.03,1396
1512,Tata,2012,246000,35000,Diesel,Individual,Manual,Second Owner,5,69.0,kmpl,23.03,1396
